,image_id,img_filename,y,split,place
206,206,train/ISIC_0034040.jpg,0,0,0
207,207,train/ISIC_0031849.jpg,0,0,0
208,208,train/ISIC_0032291.jpg,0,0,0
209,209,train/ISIC_0031844.jpg,1,0,0
210,210,train/ISIC_0030329.jpg,0,0,1
211,211,train/ISIC_0031265.jpg,0,0,0
212,212,train/ISIC_0032953.jpg,0,0,0
213,213,train/ISIC_0029038.jpg,0,0,1
214,214,train/ISIC_0026621.jpg,0,0,0
215,215,train/ISIC_0026580.jpg,0,0,0
216,216,train/ISIC_0032714.jpg,0,0,0
217,217,train/ISIC_0028802.jpg,0,0,0
218,218,train/ISIC_0027289.jpg,0,0,0
219,219,train/ISIC_0024452.jpg,0,0,0
220,220,train/ISIC_0031957.jpg,1,0,1
221,221,train/ISIC_0032974.jpg,0,0,0
222,222,train/ISIC_0033076.jpg,0,0,0
223,223,train/ISIC_0026533.jpg,0,0,0
224,224,train/ISIC_0025103.jpg,0,0,1
225,225,train/ISIC_0026665.jpg,0,0,0
226,226,train/ISIC_0028463.jpg,1,0,0
227,227,train/ISIC_0033929.jpg,0,0,0
228,228,train/ISIC_0033938.jpg,1,0,0
229,229,train/ISIC_0030018.jpg,0,0,0
230,230,train/ISIC_0030721.jpg,0,0,1
231,231,train/ISIC_0024741.jpg,0,0,1
232,232,train/ISIC_0031671.jpg,0,0,0
233,233,train/ISIC_0025762.jpg,0,0,0
234,234,train/ISIC_0027211.jpg,0,0,1
235,235,train/ISIC_0029887.jpg,0,0,0
236,236,train/ISIC_0026379.jpg,0,0,0
237,237,train/ISIC_0026109.jpg,0,0,0
238,238,train/ISIC_0024347.jpg,0,0,0
239,239,train/ISIC_0032383.jpg,0,0,0
240,240,train/ISIC_0032771.jpg,0,0,0
241,241,train/ISIC_0025622.jpg,0,0,0
242,242,train/ISIC_0029455.jpg,0,0,1
243,243,train/ISIC_0029624.jpg,0,0,0
244,244,train/ISIC_0028335.jpg,1,0,0
245,245,train/ISIC_0024998.jpg,0,0,0
246,246,train/ISIC_0033305.jpg,0,0,1
247,247,train/ISIC_0032618.jpg,0,0,0
248,248,train/ISIC_0026688.jpg,0,0,1
249,249,train/ISIC_0027055.jpg,0,0,0
250,250,train/ISIC_0030702.jpg,0,0,0
251,251,train/ISIC_0024995.jpg,0,0,1
252,252,train/ISIC_0028698.jpg,0,0,0
253,253,train/ISIC_0031407.jpg,0,0,1
254,254,train/ISIC_0032826.jpg,0,0,0
255,255,train/ISIC_0032427.jpg,0,0,0
256,256,train/ISIC_0027788.jpg,0,0,1
257,257,train/ISIC_0027763.jpg,0,0,0
258,258,train/ISIC_0031172.jpg,0,0,0
259,259,train/ISIC_0024853.jpg,1,0,1
260,260,train/ISIC_0024388.jpg,0,0,0
261,261,train/ISIC_0025156.jpg,0,0,0
262,262,train/ISIC_0026871.jpg,0,0,0
263,263,train/ISIC_0031436.jpg,0,0,1
264,264,train/ISIC_0029144.jpg,0,0,0
265,265,train/ISIC_0029754.jpg,0,0,0
266,266,train/ISIC_0025491.jpg,0,0,0
267,267,train/ISIC_0024984.jpg,0,0,0
268,268,train/ISIC_0032106.jpg,0,0,0
269,269,train/ISIC_0033677.jpg,0,0,0
270,270,train/ISIC_0025377.jpg,0,0,0
271,271,train/ISIC_0033670.jpg,1,0,1
272,272,train/ISIC_0027343.jpg,1,0,1
273,273,train/ISIC_0026710.jpg,0,0,1
274,274,train/ISIC_0031773.jpg,0,0,0
275,275,train/ISIC_0029909.jpg,1,0,1
276,276,train/ISIC_0027310.jpg,0,0,0
277,277,train/ISIC_0026522.jpg,1,0,0
278,278,train/ISIC_0028005.jpg,0,0,0
279,279,train/ISIC_0027782.jpg,0,0,0
280,280,train/ISIC_0027559.jpg,0,0,0
281,281,train/ISIC_0026613.jpg,0,0,0
282,282,train/ISIC_0029871.jpg,0,0,1
283,283,train/ISIC_0029643.jpg,0,0,0
284,284,train/ISIC_0028648.jpg,0,0,0
285,285,train/ISIC_0033847.jpg,0,0,0
286,286,train/ISIC_0033451.jpg,0,0,0
287,287,train/ISIC_0025502.jpg,0,0,0
288,288,train/ISIC_0027602.jpg,0,0,0
289,289,train/ISIC_0029650.jpg,0,0,0
290,290,train/ISIC_0029758.jpg,0,0,0
291,291,train/ISIC_0025648.jpg,0,0,0
292,292,train/ISIC_0029252.jpg,0,0,1
293,293,train/ISIC_0024960.jpg,0,0,1
294,294,train/ISIC_0033768.jpg,0,0,1
295,295,train/ISIC_0026566.jpg,0,0,1
296,296,train/ISIC_0032455.jpg,1,0,1
297,297,train/ISIC_0025670.jpg,0,0,0
298,298,train/ISIC_0028334.jpg,0,0,0
299,299,train/ISIC_0029182.jpg,0,0,0
300,300,train/ISIC_0029399.jpg,0,0,0
301,301,train/ISIC_0033372.jpg,0,0,1
302,302,train/ISIC_0025936.jpg,0,0,0
303,303,train/ISIC_0032064.jpg,0,0,0
304,304,train/ISIC_0028695.jpg,0,0,1
305,305,train/ISIC_0026639.jpg,0,0,0
306,306,train/ISIC_0033287.jpg,1,0,0
307,307,train/ISIC_0030285.jpg,0,0,0
308,308,train/ISIC_0031819.jpg,0,0,0
309,309,train/ISIC_0031233.jpg,1,0,0
310,310,train/ISIC_0029799.jpg,0,0,1
311,311,train/ISIC_0028623.jpg,0,0,0
312,312,train/ISIC_0032063.jpg,0,0,0
313,313,train/ISIC_0026837.jpg,0,0,0
314,314,train/ISIC_0028845.jpg,0,0,0
315,315,train/ISIC_0028749.jpg,0,0,1
316,316,train/ISIC_0025912.jpg,0,0,0
317,317,train/ISIC_0032513.jpg,0,0,0
318,318,train/ISIC_0031397.jpg,0,0,0
319,319,train/ISIC_0031056.jpg,0,0,1
320,320,train/ISIC_0024529.jpg,0,0,0
321,321,train/ISIC_0029982.jpg,0,0,0
322,322,train/ISIC_0033722.jpg,0,0,0
323,323,train/ISIC_0031459.jpg,0,0,0
324,324,train/ISIC_0029152.jpg,0,0,0
325,325,train/ISIC_0032137.jpg,0,0,1
326,326,train/ISIC_0026869.jpg,0,0,0
327,327,train/ISIC_0024929.jpg,1,0,0
328,328,train/ISIC_0030837.jpg,0,0,0
329,329,train/ISIC_0032597.jpg,1,0,0
330,330,train/ISIC_0025978.jpg,0,0,0
331,331,train/ISIC_0028015.jpg,0,0,0
332,332,train/ISIC_0024815.jpg,0,0,0
333,333,train/ISIC_0027456.jpg,0,0,0
334,334,train/ISIC_0033563.jpg,0,0,0
335,335,train/ISIC_0030611.jpg,0,0,0
336,336,train/ISIC_0029614.jpg,0,0,0
337,337,train/ISIC_0028440.jpg,0,0,0
338,338,train/ISIC_0030747.jpg,1,0,0
339,339,train/ISIC_0024935.jpg,0,0,1
340,340,train/ISIC_0033832.jpg,0,0,0
341,341,train/ISIC_0032426.jpg,0,0,0
342,342,train/ISIC_0027814.jpg,0,0,1
343,343,train/ISIC_0030542.jpg,0,0,1
344,344,train/ISIC_0030166.jpg,0,0,1
345,345,train/ISIC_0025507.jpg,0,0,1
346,346,train/ISIC_0027496.jpg,0,0,0
347,347,train/ISIC_0027852.jpg,0,0,1
348,348,train/ISIC_0030053.jpg,0,0,1
349,349,train/ISIC_0027407.jpg,1,0,1
350,350,train/ISIC_0026027.jpg,0,0,0
351,351,train/ISIC_0028811.jpg,0,0,0
352,352,train/ISIC_0033316.jpg,0,0,0
353,353,train/ISIC_0027811.jpg,0,0,0
354,354,train/ISIC_0025230.jpg,0,0,0
355,355,train/ISIC_0030426.jpg,0,0,1
356,356,train/ISIC_0026623.jpg,0,0,1
357,357,train/ISIC_0024588.jpg,0,0,0
358,358,train/ISIC_0027190.jpg,1,0,1
359,359,train/ISIC_0032398.jpg,0,0,0
360,360,train/ISIC_0025229.jpg,0,0,0
361,361,train/ISIC_0031011.jpg,0,0,0
362,362,train/ISIC_0030580.jpg,0,0,0
363,363,train/ISIC_0027893.jpg,0,0,1
364,364,train/ISIC_0033916.jpg,0,0,1
365,365,train/ISIC_0027339.jpg,0,0,0
366,366,train/ISIC_0025955.jpg,1,0,0
367,367,train/ISIC_0030653.jpg,1,0,1
368,368,train/ISIC_0025117.jpg,0,0,0
369,369,train/ISIC_0032882.jpg,0,0,0
370,370,train/ISIC_0026516.jpg,1,0,0
371,371,train/ISIC_0030511.jpg,0,0,1
372,372,train/ISIC_0025930.jpg,0,0,0
373,373,train/ISIC_0031412.jpg,0,0,0
374,374,train/ISIC_0033660.jpg,0,0,0
375,375,train/ISIC_0031114.jpg,0,0,1
376,376,train/ISIC_0026387.jpg,0,0,1
377,377,train/ISIC_0032604.jpg,1,0,1
378,378,train/ISIC_0027820.jpg,0,0,0
379,379,train/ISIC_0025391.jpg,1,0,0
380,380,train/ISIC_0031048.jpg,0,0,0
381,381,train/ISIC_0031983.jpg,0,0,0
382,382,train/ISIC_0034246.jpg,1,0,1
383,383,train/ISIC_0031075.jpg,0,0,0
384,384,train/ISIC_0027848.jpg,0,0,0
385,385,train/ISIC_0024954.jpg,0,0,0
386,386,train/ISIC_0033338.jpg,0,0,0
387,387,train/ISIC_0029356.jpg,0,0,0
388,388,train/ISIC_0029256.jpg,0,0,0
389,389,train/ISIC_0031677.jpg,0,0,1
390,390,train/ISIC_0024640.jpg,1,0,0
391,391,train/ISIC_0030541.jpg,0,0,0
392,392,train/ISIC_0033996.jpg,0,0,0
393,393,train/ISIC_0024333.jpg,1,0,1
394,394,train/ISIC_0033261.jpg,1,0,0
395,395,train/ISIC_0032130.jpg,0,0,0
396,396,train/ISIC_0026410.jpg,0,0,0
397,397,train/ISIC_0031692.jpg,1,0,0
398,398,train/ISIC_0030659.jpg,0,0,0
399,399,train/ISIC_0030224.jpg,0,0,0
400,400,train/ISIC_0030051.jpg,0,0,0
401,401,train/ISIC_0033988.jpg,0,0,0
402,402,train/ISIC_0025159.jpg,0,0,0
403,403,train/ISIC_0031074.jpg,0,0,0
404,404,train/ISIC_0026553.jpg,0,0,1
405,405,train/ISIC_0025924.jpg,0,0,0
406,406,train/ISIC_0028327.jpg,0,0,0
407,407,train/ISIC_0031850.jpg,0,0,0
408,408,train/ISIC_0027590.jpg,1,0,1
409,409,train/ISIC_0033103.jpg,1,0,1
410,410,train/ISIC_0025925.jpg,0,0,0
411,411,train/ISIC_0029794.jpg,0,0,0
412,412,train/ISIC_0026711.jpg,0,0,0
413,413,train/ISIC_0031584.jpg,0,0,1
414,414,train/ISIC_0029380.jpg,0,0,0
415,415,train/ISIC_0033073.jpg,1,0,1
416,416,train/ISIC_0029271.jpg,1,0,0
417,417,train/ISIC_0032933.jpg,0,0,0
418,418,train/ISIC_0028389.jpg,0,0,0
419,419,train/ISIC_0029120.jpg,0,0,1
420,420,train/ISIC_0029933.jpg,1,0,0
421,421,train/ISIC_0026738.jpg,1,0,1
422,422,train/ISIC_0026213.jpg,0,0,1
423,423,train/ISIC_0029416.jpg,0,0,0
424,424,train/ISIC_0027911.jpg,0,0,0
425,425,train/ISIC_0028079.jpg,0,0,1
426,426,train/ISIC_0026479.jpg,0,0,0
427,427,train/ISIC_0028721.jpg,0,0,0
428,428,train/ISIC_0030239.jpg,0,0,0
429,429,train/ISIC_0032892.jpg,1,0,1
430,430,train/ISIC_0027670.jpg,0,0,1
431,431,train/ISIC_0026609.jpg,0,0,0
432,432,train/ISIC_0028993.jpg,0,0,0
433,433,train/ISIC_0029966.jpg,0,0,0
434,434,train/ISIC_0029320.jpg,0,0,0
435,435,train/ISIC_0028968.jpg,1,0,0
436,436,train/ISIC_0031939.jpg,0,0,0
437,437,train/ISIC_0027390.jpg,0,0,0
438,438,train/ISIC_0029926.jpg,0,0,0
439,439,train/ISIC_0033011.jpg,0,0,1
440,440,train/ISIC_0031824.jpg,0,0,0
441,441,train/ISIC_0031063.jpg,0,0,1
442,442,train/ISIC_0032734.jpg,0,0,0
443,443,train/ISIC_0033613.jpg,0,0,0
444,444,train/ISIC_0030645.jpg,0,0,0
445,445,train/ISIC_0032412.jpg,0,0,1
446,446,train/ISIC_0030854.jpg,0,0,0
447,447,train/ISIC_0034198.jpg,0,0,0
448,448,train/ISIC_0031820.jpg,0,0,1
449,449,train/ISIC_0033917.jpg,0,0,0
450,450,train/ISIC_0026897.jpg,1,0,1
451,451,train/ISIC_0032727.jpg,0,0,1
452,452,train/ISIC_0026911.jpg,0,0,0
453,453,train/ISIC_0027596.jpg,0,0,0
454,454,train/ISIC_0030264.jpg,0,0,0
455,455,train/ISIC_0029945.jpg,0,0,1
456,456,train/ISIC_0034202.jpg,1,0,1
457,457,train/ISIC_0027060.jpg,1,0,0
458,458,train/ISIC_0032079.jpg,1,0,0
459,459,train/ISIC_0030701.jpg,0,0,0
460,460,train/ISIC_0026815.jpg,0,0,0
461,461,train/ISIC_0028318.jpg,0,0,0
462,462,train/ISIC_0034063.jpg,0,0,0
463,463,train/ISIC_0028570.jpg,0,0,1
464,464,train/ISIC_0026741.jpg,0,0,1
465,465,train/ISIC_0027910.jpg,0,0,0
466,466,train/ISIC_0024661.jpg,0,0,0
467,467,train/ISIC_0031863.jpg,0,0,0
468,468,train/ISIC_0032222.jpg,0,0,1
469,469,train/ISIC_0024638.jpg,0,0,0
470,470,train/ISIC_0025409.jpg,1,0,1
471,471,train/ISIC_0027944.jpg,0,0,0
472,472,train/ISIC_0033186.jpg,1,0,0
473,473,train/ISIC_0028366.jpg,0,0,0
474,474,train/ISIC_0026641.jpg,0,0,0
475,475,train/ISIC_0029454.jpg,1,0,1
476,476,train/ISIC_0032247.jpg,0,0,1
477,477,train/ISIC_0029699.jpg,0,0,0
478,478,train/ISIC_0032429.jpg,0,0,1
479,479,train/ISIC_0024312.jpg,0,0,1
480,480,train/ISIC_0027841.jpg,0,0,0
481,481,train/ISIC_0032072.jpg,1,0,1
482,482,train/ISIC_0026803.jpg,0,0,0
483,483,train/ISIC_0027794.jpg,0,0,0
484,484,train/ISIC_0024790.jpg,0,0,1
485,485,train/ISIC_0027657.jpg,0,0,0
486,486,train/ISIC_0025688.jpg,0,0,0
487,487,train/ISIC_0031759.jpg,0,0,1
488,488,train/ISIC_0028603.jpg,0,0,0
489,489,train/ISIC_0026737.jpg,0,0,1
490,490,train/ISIC_0034066.jpg,0,0,1
491,491,train/ISIC_0025718.jpg,0,0,1
492,492,train/ISIC_0031830.jpg,0,0,0
493,493,train/ISIC_0025421.jpg,0,0,0
494,494,train/ISIC_0028526.jpg,0,0,0
495,495,train/ISIC_0027045.jpg,0,0,0
496,496,train/ISIC_0026733.jpg,0,0,0
497,497,train/ISIC_0024701.jpg,1,0,0
498,498,train/ISIC_0031428.jpg,0,0,0
499,499,train/ISIC_0032316.jpg,0,0,1
500,500,train/ISIC_0026107.jpg,0,0,0
501,501,train/ISIC_0032511.jpg,1,0,1
502,502,train/ISIC_0029719.jpg,0,0,0
503,503,train/ISIC_0025795.jpg,0,0,0
504,504,train/ISIC_0030525.jpg,0,0,1
505,505,train/ISIC_0027759.jpg,0,0,0
506,506,train/ISIC_0026772.jpg,0,0,1
507,507,train/ISIC_0027340.jpg,0,0,0
508,508,train/ISIC_0026394.jpg,0,0,0
509,509,train/ISIC_0030042.jpg,0,0,0
510,510,train/ISIC_0030728.jpg,0,0,0
511,511,train/ISIC_0024849.jpg,0,0,0
512,512,train/ISIC_0026890.jpg,0,0,0
513,513,train/ISIC_0025958.jpg,0,0,0
514,514,train/ISIC_0032825.jpg,0,0,0
515,515,train/ISIC_0026650.jpg,1,0,1
516,516,train/ISIC_0028804.jpg,0,0,1
517,517,train/ISIC_0025082.jpg,0,0,0
518,518,train/ISIC_0029596.jpg,0,0,1
519,519,train/ISIC_0024401.jpg,0,0,0
520,520,train/ISIC_0027769.jpg,1,0,1
521,521,train/ISIC_0029845.jpg,0,0,0
522,522,train/ISIC_0033061.jpg,1,0,0
523,523,train/ISIC_0025910.jpg,0,0,0
524,524,train/ISIC_0025444.jpg,0,0,0
525,525,train/ISIC_0027719.jpg,1,0,0
526,526,train/ISIC_0030302.jpg,0,0,0
527,527,train/ISIC_0027967.jpg,0,0,0
528,528,train/ISIC_0027490.jpg,0,0,0
529,529,train/ISIC_0032528.jpg,0,0,0
530,530,train/ISIC_0026705.jpg,0,0,0
531,531,train/ISIC_0032554.jpg,0,0,1
532,532,train/ISIC_0029546.jpg,0,0,0
533,533,train/ISIC_0033596.jpg,0,0,0
534,534,train/ISIC_0026112.jpg,0,0,1
535,535,train/ISIC_0030378.jpg,0,0,0
536,536,train/ISIC_0024642.jpg,0,0,0
537,537,train/ISIC_0027823.jpg,0,0,0
538,538,train/ISIC_0027381.jpg,0,0,0
539,539,train/ISIC_0025900.jpg,0,0,0
540,540,train/ISIC_0024346.jpg,0,0,0
541,541,train/ISIC_0031855.jpg,0,0,0
542,542,train/ISIC_0028899.jpg,1,0,1
543,543,train/ISIC_0031713.jpg,0,0,0
544,544,train/ISIC_0029204.jpg,0,0,0
545,545,train/ISIC_0025839.jpg,0,0,0
546,546,train/ISIC_0026139.jpg,0,0,0
547,547,train/ISIC_0033813.jpg,1,0,0
548,548,train/ISIC_0024327.jpg,0,0,0
549,549,train/ISIC_0026495.jpg,0,0,0
550,550,train/ISIC_0033128.jpg,0,0,0
551,551,train/ISIC_0029216.jpg,1,0,1
552,552,train/ISIC_0024628.jpg,0,0,0
553,553,train/ISIC_0033321.jpg,0,0,1
554,554,train/ISIC_0026177.jpg,0,0,0
555,555,train/ISIC_0030714.jpg,1,0,1
556,556,train/ISIC_0033176.jpg,0,0,0
557,557,train/ISIC_0024570.jpg,0,0,0
